id,title,country,year,averageScore,popularity,score,berserk_cos,centroid_cos,top_tags,label_group
102547,A Dating Sim of Life or Death,JP,2017,69.0,9878,0.7747612923295923,0.19711098111296554,0.42892169964673565,"Video Games, Time Manipulation, Yandere, Death Game, Super Power",
30102,Fruits Basket,JP,1998,85.0,34149,0.7743185338837532,0.29803256298178044,0.3243565477899014,"Shoujo, Mythology, Animals, Ensemble Cast, Tragedy",
30756,Banana Fish,JP,1985,85.0,29572,0.7712869101652755,0.3845151235793095,0.47626183821232254,"Mafia, Tragedy, Gangs, Conspiracy, Drugs",
108556,SPY x FAMILY,JP,2019,83.0,155847,0.7684027268868062,0.20501220068900522,0.3954915695802465,"Family Life, Espionage, Found Family, War, Assassins",
102989,Summertime Rendering,JP,2017,80.0,23133,0.765134352829182,0.31716431621033064,0.5497836845613615,"Time Manipulation, Rural, Shounen, Male Protagonist, Ensemble Cast",
44790,Magi: The Labyrinth of Magic,JP,2009,81.0,48630,0.7645015562886401,0.4477093726698704,0.5942185486112266,"Magic, Foreign, Conspiracy, War, Politics",
85189,Mob Psycho 100,JP,2012,85.0,48083,0.7638418434828836,0.27472445189680367,0.4871642359987035,"Coming of Age, Philosophy, Super Power, Urban Fantasy, Ghost",
30092,Sailor Moon,JP,1991,80.0,18159,0.7626508855808332,0.37190784992777964,0.3816526875809589,"Shoujo, Primarily Female Cast, Reincarnation, Magic, Lost Civilization",
87216,Demon Slayer: Kimetsu no Yaiba,JP,2016,79.0,204894,0.7613138266417745,0.421507043055382,0.6974069821845612,"Demons, Shounen, Swordplay, Tragedy, Male Protagonist",
85281,MURCIÉLAGO,JP,2013,72.0,12293,0.7596969813773512,0.3217797647267829,0.40646347568491814,"Gore, Anti-Hero, Female Protagonist, Nudity, Police",
85611,Tokyo Ghoul:re,JP,2014,83.0,100371,0.7596103347605851,0.5130642108423916,0.583886312061636,"Tragedy, Dissociative Identities, Seinen, Amnesia, Philosophy",
30133,Tokyo Babylon,JP,1990,76.0,8132,0.7515113441482802,0.23982835066921881,0.31638901342271636,"Magic, Twins, Ghost, Tragedy, Shoujo",
30003,20th Century Boys,JP,1999,88.0,103534,0.7498565585754728,0.4081520326241228,0.4163578546288339,"Ensemble Cast, Coming of Age, Seinen, Politics, Dystopian",
72579,Kubera,KR,2010,75.0,6977,0.7495134176501539,0.38354857481922255,0.44815027876526703,"Revenge, Gods, Ensemble Cast, Tragedy, Full Color",
105398,Solo Leveling,KR,2018,84.0,276107,0.7486857944191454,0.442746187038274,0.6291043550084856,"Dungeon, Male Protagonist, Super Power, War, Full Color",STRONG_POS
86526,Platinum End,JP,2015,61.0,24567,0.7482322135005488,0.3511650064213261,0.5129046271805391,"Gods, Angels, Shounen, Cosmic Horror, Urban",
30664,Akira,JP,1982,84.0,45795,0.7475045892356518,0.48677253752855076,0.5338414216063361,"Dystopian, Cyberpunk, Military, Post-Apocalyptic, Tragedy",
35293,Doubt,JP,2007,63.0,18918,0.7466958608800235,0.2624765447229028,0.40708194456402935,"Death Game, Shounen, Revenge, Crime, Tragedy",
63327,Tokyo Ghoul,JP,2011,84.0,189308,0.7458013579415916,0.495187032400692,0.5822154189360055,"Tragedy, Cannibalism, Urban Fantasy, Gore, Male Protagonist",
117230,Suicide Girl,JP,2020,75.0,7009,0.7442151225727913,0.33675996287383925,0.4462862895875393,"Suicide, Seinen, Female Protagonist, Magic, Demons",
30704,Trigun Maximum,JP,1997,82.0,11571,0.7436597732645218,0.4188171826540081,0.5499624739087156,"Dystopian, Guns, Steampunk, Male Protagonist, Aliens",
30584,Future Diary,JP,2006,69.0,22496,0.743162841542081,0.24554067391231416,0.498616735691079,"Battle Royale, Yandere, Shounen, Time Manipulation, Death Game",
119257,Omniscient Reader,KR,2020,86.0,125351,0.7414279643630453,0.42950908717633374,0.6193158457049848,"Survival, Post-Apocalyptic, Death Game, Full Color, Meta",NEG
85307,Bungo Stray Dogs,JP,2012,83.0,45238,0.7404257574445304,0.37649996242727035,0.5824373180386959,"Urban Fantasy, Detective, Super Power, Mafia, Crime",
31706,JoJo's Bizarre Adventure: Part 7–Steel Ball Run,JP,2004,92.0,101075,0.7391850204905508,0.4639325976112659,0.6120323592628518,"Travel, Cowboys, Super Power, Male Protagonist, Seinen",
